,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_screenshots,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
1816,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,Angola,0,2,3,1,0,38.961,Yes
1817,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.0,Texas,0,0,2,1,0,12.987,Yes
1818,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,0,4,4,2,0,103.896,No
1819,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.0,Washington,40,1,1,2,0,25.974,Yes
1820,22,0,0,9,10,0,32,0,0,0,0,0,0,0,0,0.0,Indonesia,66,4,5,22,0,736.944,No
1821,2,0,0,2,7,1,0,0,0,0,2,0,0,0,0,0.0,Netherlands,57,4,2,2,0,51.948,No
1822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ireland,0,4,4,8,0,415.584,No
1823,7,0,0,18,2,0,0,0,0,1,1,0,0,58,2,0.0,United Kingdom,31,4,5,7,0,363.519,No
1825,1,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0.0,Canada,55,3,2,1,0,25.974,No
1826,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,North Carolina,1,2,3,1,0,38.961,No
1828,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2.0,United Kingdom,7,0,1,2,0,25.974,Yes
1829,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,United Kingdom,0,0,1,2,1,28.561,Yes
1831,1,0,0,2,38,0,6,0,0,0,0,0,0,0,0,0.0,California,39,4,5,1,0,38.961,No
1832,1,0,0,1,0,0,5,1,0,9,0,0,0,1,2,0.0,South Africa,7,4,3,1,0,38.961,No
1834,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Germany,0,0,7,4,0,192.153,No
1835,3,1,0,15,0,0,0,0,0,4,0,0,0,1,9,1.0,Canada,32,4,6,4,0,203.476,No
1836,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Delaware,6,0,4,3,0,114.426,Yes
1838,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1.0,United Kingdom,0,0,1,1,0,12.987,Yes
1839,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,2.0,Colorado,60,3,2,2,0,51.948,No
1840,16,0,0,58,1,0,96,0,0,0,10,0,0,0,17,0.0,Ecuador,111,4,6,16,0,136.695,No
1841,5,0,0,6,39,0,17,1,0,1,0,0,0,21,0,0.0,Florida,6,0,7,5,0,178.659,No
1842,7,0,0,21,24,0,0,0,0,0,2,0,0,0,6,0.0,Arkansas,59,4,7,7,0,323.167,No
1843,2,0,0,10,12,0,8,0,0,0,0,0,0,1,0,0.0,California,77,3,2,2,0,25.961,No
1845,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,Florida,8,4,3,1,0,38.961,No
1846,0,0,0,3,1,0,0,0,0,2,0,0,0,6,19,1.0,Canada,9,0,1,1,0,12.987,Yes
1847,4,0,1,22,20,0,0,0,0,0,0,0,0,0,0,1.0,Poland,118,4,4,5,0,207.792,No
1848,3,1,0,6,17,0,0,0,0,0,0,0,0,0,0,1.0,Arizona,32,4,6,3,0,155.844,No
1849,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Australia,0,2,6,4,0,137.488,No
1850,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,Germany,0,0,1,2,0,25.974,Yes
1852,2,0,0,12,2,0,0,1,0,39,0,0,0,28,11,0.0,Florida,6,2,4,2,0,42.64,No
1853,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,South Africa,3,4,4,2,0,103.896,No
1855,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1.0,Florida,105,4,4,5,0,258.908,No
1856,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,Wisconsin,3,0,1,3,0,38.961,Yes
1857,1,0,0,7,23,0,0,1,0,2,0,0,0,0,1,0.0,Austria,10,4,3,1,0,38.961,No
1858,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,California,6,0,1,6,0,77.922,Yes
1859,2,0,1,4,0,0,0,0,0,1,0,0,0,0,3,0.0,Colorado,1,2,3,3,0,116.883,Yes
1860,1,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0.0,California,38,4,2,1,0,25.974,No
1861,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,15,4,3,1,0,38.961,No
1862,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0.0,Ukraine,80,4,1,1,0,12.987,No
1864,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0.0,South Africa,0,3,4,1,0,51.948,No
1865,3,0,0,27,0,0,0,0,0,26,0,0,0,0,32,0.0,Nevada,60,4,1,3,0,38.961,No
1866,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.0,Norway,87,3,2,3,0,29.328,No
1868,2,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0.0,Kenya,0,0,5,2,0,103.168,No
1869,1,0,0,1,2,0,53,0,0,21,0,0,0,5,0,0.0,Canada,13,4,3,1,0,38.961,No
1870,7,0,0,7,8,0,0,0,0,0,1,0,0,0,0,0.0,Canada,90,4,5,7,0,275.769,No
1871,1,0,0,7,10,0,0,0,0,2,0,0,0,0,3,2.0,Spain,67,4,1,1,0,12.987,No
1872,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,2,0,1,1,0,12.987,Yes
1873,0,0,0,2,0,1,0,0,0,0,9,0,0,0,0,1.0,Massachusetts,9,1,2,2,0,25.961,Yes
1874,1,0,0,12,2,0,0,0,0,14,0,0,0,0,0,0.0,Washington,66,4,1,1,0,12.987,No
1875,12,1,0,1,38,1,0,0,0,0,0,0,0,0,0,0.0,Arkansas,0,4,4,14,0,727.272,No
1876,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,Germany,35,1,1,1,0,12.987,Yes
1878,6,0,0,83,63,0,6,0,2,18,0,0,0,6,15,0.0,Australia,33,1,3,6,0,129.818,No
1879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Mississippi,0,0,1,1,0,12.987,Yes
1880,9,0,0,17,0,0,0,0,0,0,3,0,0,0,0,1.0,Florida,59,4,12,9,0,403.208,No
1882,3,0,0,9,14,0,5,0,4,0,0,0,0,0,21,2.0,Germany,0,4,4,3,0,155.844,No
1883,8,0,0,18,50,0,0,1,0,0,2,0,0,3,0,0.0,Serbia,14,1,4,8,0,310.596,No
1884,2,0,0,0,0,2,0,1,0,13,0,0,0,0,0,1.0,California,6,4,3,2,0,77.922,No
1886,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,Florida,55,2,3,13,0,331.695,No
1887,9,0,0,79,38,0,0,1,0,0,0,0,0,0,22,0.0,Arizona,28,4,3,9,0,350.649,No
1890,3,0,0,27,19,0,6,0,0,0,0,0,0,0,0,1.0,Arkansas,97,4,4,3,0,58.942,No
1893,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1.0,Finland,2,3,3,1,0,38.961,No
1895,2,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0.0,South Africa,0,0,3,2,0,51.909,Yes
1897,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1.0,Canada,0,1,2,2,0,51.948,Yes
1898,1,0,0,8,62,0,0,0,0,7,0,0,0,18,0,0.0,Florida,0,4,3,1,0,38.961,No
1902,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0.0,Ohio,31,3,4,2,0,50.518,Yes
1903,5,1,0,9,1,0,0,0,0,0,9,0,0,0,0,1.0,Armenia,5,0,5,5,0,80.405,Yes
1904,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0.0,Hungary,32,4,7,4,0,138.086,No
1906,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,1.0,Cyprus,39,4,2,3,0,77.922,No
1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,Alabama,1,3,3,1,0,38.961,No
1912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Bulgaria,18,3,3,1,0,38.961,No
1913,4,0,1,6,0,0,0,0,0,0,3,0,0,0,0,1.0,Ohio,9,1,2,5,0,64.922,Yes
1915,1,0,0,35,6,1,0,0,0,0,0,0,0,0,7,1.0,United Kingdom,0,3,3,1,0,38.961,No
1916,4,0,0,29,21,0,24,0,0,0,0,0,0,0,9,0.0,Finland,19,1,5,4,0,98.826,No
1918,1,1,1,51,1,0,0,0,0,0,0,0,0,0,0,0.0,Argentina,69,3,2,3,0,63.141,No
1919,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Texas,6,3,3,1,0,38.961,No
1920,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,France,50,4,2,4,0,103.896,No
1926,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0.0,New York,0,3,3,2,0,77.922,No
1929,3,3,0,4,0,0,0,1,0,0,5,0,0,0,0,0.0,Oregon,30,2,4,5,0,184.522,No
1930,1,0,0,6,0,0,0,1,0,32,0,0,0,12,22,0.0,United Kingdom,35,4,2,1,0,25.974,No
1931,1,0,0,14,0,0,0,0,0,5,0,0,0,0,0,1.0,Germany,2,1,1,1,0,12.987,Yes
1934,1,0,0,2,1,0,0,0,0,16,0,0,0,4,0,0.0,Florida,1,4,3,1,0,38.961,No
1935,9,0,0,57,23,0,79,0,0,0,0,1,0,22,0,0.0,Canada,42,2,5,9,0,168.922,No
1936,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,California,7,1,1,2,0,1.04,Yes
1937,1,0,0,9,2,0,0,0,0,19,0,0,0,0,0,1.0,New York,0,4,3,1,0,38.961,No
1942,4,0,0,15,2,0,6,0,0,21,0,0,0,0,5,0.0,Germany,28,4,4,4,0,155.844,No
1944,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.0,Pennsylvania,0,0,1,1,0,12.987,Yes
1946,13,0,0,16,71,2,17,1,0,9,5,0,0,44,25,0.0,Croatia,101,4,2,13,0,140.699,No
1948,1,2,0,12,3,0,0,0,0,0,5,0,0,0,0,0.0,Australia,79,3,4,3,0,43.849,No
1951,5,0,1,40,5,2,0,0,0,21,0,0,0,11,36,2.0,Australia,12,0,5,6,0,207.623,No
1952,3,0,0,27,18,0,16,0,0,0,0,0,0,0,42,0.0,District of Columbia,35,1,4,3,0,48.048,No
1953,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0.0,Illinois,0,0,2,1,0,12.974,Yes
1954,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1.0,United Kingdom,19,3,3,4,0,155.844,No
1955,5,0,0,21,6,0,0,1,0,0,3,2,0,1,5,1.0,Spain,55,3,3,5,0,129.753,No
1956,5,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0.0,Pennsylvania,72,3,4,5,0,168.285,No
1957,1,0,0,8,3,1,0,0,1,0,0,0,0,0,0,0.0,Iowa,0,1,2,1,0,25.974,Yes
1958,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,0,0,1,1,0,12.987,Yes
1959,7,0,0,31,12,0,48,1,0,0,0,0,0,13,31,0.0,France,106,3,5,7,0,199.485,No
1960,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0.0,Georgia,0,2,3,1,0,38.961,No
1961,1,0,0,1,0,0,0,1,0,20,0,0,0,8,1,1.0,Oregon,7,3,3,1,0,38.961,No
1966,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1.0,Texas,0,3,3,1,0,38.961,No
1967,7,1,0,4,5,0,0,0,0,4,0,0,0,0,0,0.0,Colombia,55,1,3,8,0,165.49,No
1969,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,California,1,3,3,1,0,38.961,No
1970,1,1,0,10,8,0,0,0,0,45,0,0,0,0,11,1.0,Georgia,28,3,4,2,0,77.922,No
1971,1,0,0,7,0,0,6,0,0,9,0,0,0,1,2,1.0,Florida,0,3,3,1,0,38.961,No
1972,1,0,0,4,10,0,9,0,0,22,0,0,0,0,1,0.0,California,40,1,4,1,0,34.541,No
1973,10,2,0,26,3,0,0,1,0,1,7,0,0,1,0,2.0,United Kingdom,59,2,8,9,1,250.263,Yes
1974,1,4,0,6,0,0,0,0,0,0,1,0,0,0,0,1.0,Germany,0,0,2,5,0,64.935,Yes
1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Spain,3,3,3,1,0,38.961,No
1978,6,0,0,3,0,0,0,1,0,1,0,0,0,0,0,2.0,Laos,22,3,2,6,0,155.844,No
1979,2,0,0,24,0,0,0,0,0,0,0,0,0,0,2,1.0,Brazil,4,1,2,2,0,51.948,Yes
1981,9,0,1,3,0,0,0,1,0,0,2,0,0,0,0,1.0,California,10,0,1,10,0,129.87,Yes
1983,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1.0,Florida,1,3,3,1,0,38.961,No
1984,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Utah,3,0,1,5,0,64.935,Yes
1985,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,United Kingdom,2,0,2,3,0,38.961,Yes
1986,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2.0,Germany,3,0,1,1,0,12.987,Yes
1987,3,1,0,1,9,0,0,0,0,1,0,0,0,0,0,1.0,Canada,94,3,5,3,0,123.201,No
1988,2,0,0,2,0,0,0,1,0,25,0,1,0,0,0,2.0,Canada,31,2,2,2,0,51.948,No
1990,2,0,0,21,1,0,0,1,0,0,0,0,0,0,0,2.0,Ukraine,28,1,3,2,0,44.148,No
1992,5,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0.0,Canada,77,3,3,5,0,113.698,No
1993,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Egypt,28,3,7,7,0,266.357,No
1994,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,India,28,1,3,5,0,194.61,No
1995,9,0,0,14,21,0,0,0,0,0,0,0,0,0,31,0.0,Finland,89,3,6,9,0,190.489,No
1997,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Slovenia,21,0,3,13,0,337.623,No
1998,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,Florida,25,1,3,2,0,48.841,No
1999,1,0,0,20,74,0,55,1,0,1,0,0,0,0,11,0.0,Austria,8,3,3,1,0,38.961,No
2001,1,0,0,6,17,0,44,0,0,21,0,0,0,0,0,0.0,Georgia,0,3,3,1,0,38.961,No
2003,7,0,0,21,7,0,18,0,0,0,0,0,0,4,0,0.0,California,12,0,5,7,0,267.41,No
2005,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0.0,United Kingdom,0,3,3,4,0,155.844,No
2006,1,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0.0,Texas,0,3,3,1,0,38.961,No
2007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Texas,60,2,3,2,0,52.442,No
2008,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,6,3,3,4,0,155.844,No
2009,1,0,0,6,2,0,0,0,0,6,0,0,0,0,2,1.0,Delaware,78,3,1,1,0,9.087,No
2010,3,0,0,26,0,0,0,0,0,8,0,0,0,0,32,1.0,North Carolina,1,0,4,3,0,116.116,No
2012,2,0,0,18,0,0,0,0,0,2,0,0,0,0,3,0.0,South Africa,37,1,2,2,0,25.961,Yes
2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Texas,0,0,1,2,0,25.974,Yes
2014,1,0,0,22,0,0,0,0,0,15,0,0,0,55,0,0.0,California,57,3,3,1,0,25.974,No
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Australia,27,2,2,1,0,25.974,No
2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,3,3,1,0,38.961,No
2017,7,0,1,64,5,0,0,0,0,0,0,1,0,2,26,0.0,United Kingdom,40,1,1,8,0,103.896,Yes
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Oregon,0,2,3,1,0,38.961,Yes
2019,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Florida,9,0,4,6,0,231.92,No
2021,6,0,0,119,38,0,0,0,0,4,3,0,0,0,0,0.0,Australia,68,3,3,6,0,155.805,No
2022,7,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0.0,United Kingdom,53,3,1,7,0,90.909,No
2023,15,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,81,3,1,15,0,181.818,No
2026,1,0,0,13,3,0,0,0,0,0,0,0,0,0,2,0.0,Switzerland,4,0,4,1,0,38.155,No
2027,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,Georgia,19,3,2,2,0,51.948,No
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,Hungary,0,0,1,1,0,12.987,Yes
2030,1,0,0,3,15,0,0,1,0,0,0,0,0,1,0,1.0,Norway,1,0,1,1,0,12.987,Yes
2032,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.0,California,4,1,2,1,0,25.974,Yes
2033,4,0,0,0,3,1,0,1,0,0,7,0,0,0,2,0.0,Ireland,39,1,3,4,0,103.896,No
2034,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1.0,Texas,0,0,1,1,0,12.987,Yes
2035,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,Kenya,0,3,3,1,0,38.961,No
2038,1,0,0,36,7,1,39,1,1,2,0,0,0,0,32,0.0,New Zealand,50,3,1,1,0,12.987,No
2039,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,United Kingdom,28,2,4,3,0,116.857,No
2040,1,0,0,6,0,0,0,0,0,4,0,0,0,2,0,0.0,Australia,0,0,1,1,0,12.987,Yes
2041,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,New York,16,4,2,1,0,25.974,No
2042,2,0,0,18,0,0,0,0,0,39,3,0,0,11,20,1.0,Austria,5,2,4,2,1,85.696,No
2044,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Netherlands,0,1,2,1,0,25.974,Yes
2045,1,0,0,6,0,0,0,1,0,18,0,0,0,3,0,0.0,Florida,17,1,3,1,0,25.831,No
2046,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,Kentucky,0,0,1,1,0,12.987,Yes
2049,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.0,Georgia,1,0,1,1,0,12.987,Yes
2050,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.0,Arizona,28,3,4,3,0,116.87,No
2051,1,0,0,7,4,0,19,0,0,0,0,0,0,0,0,0.0,Brazil,0,3,3,1,0,38.961,No
2052,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Germany,28,3,4,2,0,77.922,No
2054,1,0,0,16,19,0,0,0,0,0,0,0,0,0,25,0.0,Romania,3,0,3,1,0,18.967,Yes
2055,6,1,0,0,11,0,49,0,0,0,0,0,0,0,0,0.0,France,45,1,5,7,0,121.29,No
2056,1,0,0,11,44,1,0,0,0,5,0,0,0,0,29,0.0,Brazil,48,3,1,1,0,12.987,No
2059,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,California,14,0,2,1,0,12.987,Yes
2060,8,0,0,34,119,1,138,1,4,1,8,0,0,0,54,2.0,Florida,12,0,5,8,0,306.852,No
2064,3,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0.0,Kansas,49,3,1,3,0,38.961,No
2065,4,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0.0,Canada,0,3,3,4,0,155.844,No
2066,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Germany,1,2,3,3,0,116.883,No
2067,3,0,0,10,16,0,0,0,0,0,9,0,0,0,0,1.0,California,61,2,3,3,0,157.807,No
2068,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0,Israel,70,3,4,4,0,77.766,No
2070,5,0,0,11,2,0,13,0,0,0,0,0,0,0,0,0.0,New York,13,4,2,5,0,129.87,No
2071,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0.0,California,31,1,3,1,0,38.961,No
2072,1,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1.0,United Kingdom,0,3,3,1,0,38.961,No
2074,3,0,0,3,16,0,0,1,0,3,6,1,0,0,10,0.0,Germany,24,1,1,3,0,38.961,Yes
2075,1,0,0,57,12,0,0,0,3,5,0,1,0,0,11,0.0,Georgia,21,1,4,1,0,25.48,No
2076,7,0,0,6,17,0,64,1,0,3,2,0,0,0,0,0.0,Canada,51,3,5,7,0,135.343,No
2077,1,0,0,29,74,0,48,0,0,0,0,0,0,0,14,1.0,New Zealand,1,3,3,1,0,38.961,No
2078,1,0,0,4,0,0,0,0,0,28,0,0,0,0,4,0.0,Spain,0,0,2,1,0,22.074,Yes
2081,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.0,Louisiana,1,1,2,1,0,25.974,No
2082,2,2,0,12,0,0,0,1,0,0,2,0,0,0,16,0.0,Pennsylvania,44,3,1,2,0,25.974,No
2083,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,50,2,3,2,0,25.467,No
2084,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,Australia,37,3,3,3,0,70.538,No
2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Utah,0,0,1,1,0,12.987,Yes
2086,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1.0,Germany,28,3,4,3,0,96.057,Yes
2087,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2.0,Australia,20,3,2,5,0,129.87,No
2089,5,2,0,11,19,0,0,1,0,0,0,0,0,0,1,2.0,Georgia,8,1,2,5,0,129.87,No
2091,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,59,3,4,4,0,134.264,No
2092,9,0,0,40,13,0,0,1,0,0,0,0,0,0,0,2.0,Australia,49,2,3,8,1,171.249,No
2094,4,0,0,17,0,0,0,0,0,51,0,1,0,32,2,1.0,Colorado,0,2,2,4,0,103.896,No
2095,1,0,0,5,0,0,1,0,0,21,0,0,0,0,0,0.0,District of Columbia,5,3,2,1,0,25.974,No
2096,3,0,0,6,4,0,0,0,0,0,0,1,0,0,0,1.0,Illinois,15,1,4,4,0,148.967,No
2097,7,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0.0,California,28,1,5,8,0,174.148,No
2098,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0.0,Delaware,66,3,3,4,0,90.844,No
2100,4,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0.0,Australia,29,3,4,4,0,142.935,No
2101,1,0,0,8,31,0,6,0,0,5,0,0,0,1,11,1.0,Canada,0,3,3,1,0,38.961,No
2102,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0.0,North Carolina,26,1,3,2,0,51.337,No
2103,4,0,0,18,1,0,0,1,0,0,1,0,0,0,0,1.0,Australia,6,3,2,4,0,103.896,No
2104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,3,3,6,0,233.766,No
2105,2,0,0,28,0,0,0,1,0,3,0,0,0,0,0,1.0,United Kingdom,42,3,3,2,0,51.935,No
2107,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,California,6,0,2,2,0,25.935,Yes
2108,5,0,0,32,46,0,62,1,0,0,0,1,0,0,9,0.0,Lithuania,0,1,3,5,0,107.406,No
2109,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,8,1,1,2,0,25.974,Yes
2110,8,0,0,10,7,0,0,0,0,0,0,0,0,0,7,0.0,Germany,20,1,4,8,0,172.419,No
2111,1,0,1,3,0,0,0,1,0,7,0,0,0,0,0,1.0,Australia,33,1,1,2,0,25.974,No
2112,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,New Zealand,63,3,2,2,0,22.048,No
2113,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0.0,California,0,0,1,1,0,12.987,Yes
2115,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Idaho,6,1,1,5,0,2.015,Yes
2117,4,0,0,56,0,0,0,0,0,0,0,0,0,0,17,0.0,Czechia,0,3,3,4,0,155.844,No
2118,2,0,0,4,14,0,0,0,0,2,0,0,0,0,0,1.0,New York,28,3,4,2,0,68.874,No
2120,3,0,0,33,5,0,24,0,0,2,0,0,0,0,0,1.0,South Africa,0,3,3,3,0,116.883,No
2121,4,2,0,5,2,0,0,1,0,0,7,2,0,0,0,1.0,Georgia,48,3,1,4,0,51.948,No
2123,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,0,0,1,5,0,64.935,Yes
2124,4,0,0,20,0,0,0,0,0,0,0,0,0,2,0,1.0,Idaho,12,1,4,4,0,98.332,No
2125,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,New Jersey,0,3,2,1,0,25.974,No
2126,3,1,0,40,20,0,0,1,0,0,0,0,0,0,1,1.0,Minnesota,17,3,2,4,0,103.896,No
2127,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0.0,Poland,3,1,2,1,0,77.922,Yes
2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,0,1,1,0,12.987,Yes
2130,1,0,0,20,0,0,0,0,0,23,0,0,0,2,0,0.0,Illinois,60,2,3,1,0,20.436,No
2131,8,0,0,2,0,1,0,0,0,0,0,0,0,8,0,0.0,Georgia,7,1,6,11,0,253.682,No
2132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Connecticut,0,0,1,1,0,12.987,Yes
2133,4,0,0,49,0,0,0,0,0,0,0,0,0,0,15,2.0,Germany,0,0,3,4,0,102.232,No
2134,1,0,0,5,19,0,7,0,0,0,0,0,0,2,0,0.0,Australia,0,3,2,1,0,25.974,No
2135,3,0,0,12,20,0,3,0,0,2,0,0,0,0,0,0.0,Russia,29,3,4,3,0,76.752,No
2136,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0.0,Italy,10,2,4,9,0,143.871,No
2137,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,Massachusetts,28,1,2,4,0,103.896,No
2139,1,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0.0,California,3,2,2,1,0,25.974,No
2140,1,0,0,1,0,0,2,1,0,4,0,0,0,0,0,0.0,Colorado,6,3,2,1,0,25.974,No
2141,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1.0,Greece,0,3,2,4,0,103.896,No
2142,5,0,0,29,2,0,108,0,0,0,0,1,0,0,2,0.0,Albania,41,3,4,5,0,109.564,No
2143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0.0,Germany,1,0,1,1,0,12.987,Yes
2144,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1.0,Minnesota,47,2,1,1,0,12.987,No
2146,1,0,0,23,1,0,0,0,0,20,0,0,0,0,0,1.0,Ohio,14,3,2,1,0,25.974,No
2147,7,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0.0,Illinois,88,3,2,7,0,207.792,No
